avg_difficulty,avg_completion,recent_pain_count,days_since_last,pain_severity_weight,target_recovery_score
1.26,0.81,0,5,0,0.989
3.6,0.42,0,0,0,0.797
1.14,0.72,0,4,0,1
4.51,0.58,0,1,0,0.737
1.77,0.54,0,0,0,0.929
2.48,0.75,0,1,0,0.942
3.84,0.79,0,0,0,0.807
3.38,0.81,0,0,0,0.816
4.44,0.45,0,5,0,0.737
2.47,0.67,0,5,0,0.938
2.3,0.81,0,4,0,0.908
3.83,0.53,0,7,0,0.806
1.21,0.77,0,7,0,1
4.23,0.8,0,2,0,0.803
4.05,0.47,1,2,0.6,0.517
4.72,0.5,1,7,0.6,0.422
3.03,0.46,2,4,1,0.361
3.53,0.59,1,2,1,0.433
4.6,0.88,0,0,0,0.785
2.34,0.82,0,5,0,0.925
1.5,0.71,0,2,0,0.98
4.11,0.42,1,5,0.3,0.573
4.67,0.76,0,6,0,0.743
3.88,0.96,2,1,0.6,0.498
3.33,0.51,0,1,0,0.801
4.08,0.4,0,5,0,0.736
3.74,0.49,0,1,0,0.78
1.49,0.93,0,6,0,0.985
2.35,0.47,0,3,0,0.864
4.13,0.59,1,0,1,0.397
4.19,0.51,0,1,0,0.77
3.27,0.72,1,6,0.3,0.679
1.52,0.58,0,5,0,0.993
2.94,0.48,1,1,0.3,0.677
4.5,0.86,0,3,0,0.801
2.95,0.6,1,4,0.3,0.688
1.63,0.66,2,3,1,0.558
3.79,0.5,1,6,0.3,0.6
3.2,0.65,0,1,0,0.854
4.45,0.69,0,0,0,0.777
2.62,0.64,0,2,0,0.867
2.67,0.53,0,4,0,0.878
2.95,0.58,0,3,0,0.888
1.76,0.89,2,4,0.6,0.658
4.92,0.56,0,2,0,0.665
2.03,0.46,0,1,0,0.947
4.62,0.66,0,6,0,0.759
3.49,0.89,0,2,0,0.88
4.41,0.81,0,0,0,0.785
1.29,0.83,2,5,0.3,0.818
4.71,0.42,1,0,0.3,0.565
4.43,0.9,0,5,0,0.809
2.1,0.73,0,1,0,0.921
3.13,0.54,0,1,0,0.872
3.17,0.96,0,7,0,0.882
1.53,0.42,0,6,0,0.933
4.07,0.58,0,0,0,0.774
2.15,0.77,0,7,0,0.948
2.17,0.74,0,4,0,0.922
2.8,0.67,1,6,0.6,0.641
4.33,0.69,1,7,0.3,0.585
1.88,0.64,0,4,0,0.961
2.64,0.55,0,6,0,0.901
1.62,0.62,1,5,0.6,0.686
4.23,0.65,0,6,0,0.731
4.48,0.48,1,0,0.6,0.466
1.27,0.65,0,7,0,0.961
3.52,0.64,0,0,0,0.845
2.95,0.69,1,6,0.3,0.715
1.53,0.71,0,6,0,1
2.06,0.41,1,5,0.6,0.667
1.15,0.95,0,4,0,1
3.57,0.5,0,6,0,0.788
4.13,0.53,0,4,0,0.761
4.79,0.42,1,4,0.6,0.468
1.91,0.55,1,3,0.3,0.818
2.6,0.61,1,1,1,0.523
2.02,0.72,0,7,0,0.93
3.98,0.91,0,5,0,0.849
1.58,0.48,0,7,0,0.953
2.54,0.82,0,0,0,0.881
3.23,0.75,0,2,0,0.875
4.67,0.84,1,5,0.6,0.529
3.82,0.56,0,6,0,0.81
1.55,0.56,0,7,0,0.928
4.39,0.69,1,1,1,0.36
2.21,0.89,0,5,0,0.992
1.83,0.7,0,4,0,0.954
1.24,0.47,0,4,0,0.984
2.41,0.67,0,5,0,0.895
1.04,0.98,0,0,0,1
1.73,0.89,0,5,0,0.996
2.37,0.45,0,0,0,0.869
3.64,0.81,0,2,0,0.834
1.49,1,0,7,0,1
3.97,0.48,1,3,0.6,0.496
4.09,0.91,0,6,0,0.807
4.29,0.63,0,6,0,0.764
1.52,0.91,1,3,1,0.635
2.94,0.73,1,7,0.6,0.633
3.15,0.63,1,1,1,0.454
1.84,0.44,0,1,0,0.897
2.49,0.44,0,6,0,0.913
2.02,0.47,1,5,0.3,0.724
1.86,0.67,0,0,0,0.977
4.21,0.68,3,3,0.6,0.371
2.61,0.66,0,1,0,0.887
2.74,0.77,1,5,1,0.522
3.42,0.79,0,1,0,0.879
4.61,0.41,0,5,0,0.665
3.11,0.65,1,3,0.6,0.619
3.8,0.66,1,4,1,0.365
3.56,0.7,0,5,0,0.834
1.82,0.97,3,7,0.6,0.599
4.93,0.47,0,3,0,0.665
2.66,0.77,0,4,0,0.92
4.07,0.46,0,4,0,0.76
1.03,0.97,0,5,0,1
4.98,0.41,0,4,0,0.671
2.35,1,0,2,0,0.916
3.57,0.7,0,2,0,0.85
1.16,0.5,0,0,0,0.991
2.67,0.47,0,6,0,0.837
3.8,0.87,0,7,0,0.842
2.86,0.57,0,6,0,0.836
3.38,0.59,1,5,0.6,0.589
1.76,0.7,2,3,0.3,0.775
2.04,0.9,0,4,0,0.936
3.89,0.92,0,7,0,0.791
4.45,0.82,0,0,0,0.733
2.59,0.52,0,5,0,0.879
3.3,0.9,0,6,0,0.85
3.06,0.71,2,6,1,0.409
1.36,0.95,2,2,0.6,0.681
1.12,0.51,0,6,0,1
1.78,0.76,1,1,1,0.534
4.65,0.89,3,6,0.6,0.398
4.26,0.6,0,1,0,0.792
3.98,1,0,0,0,0.844
2.14,0.55,1,1,0.3,0.793
4.51,0.75,0,2,0,0.728
3.01,0.62,1,2,1,0.45
3.91,0.69,0,2,0,0.796
2.14,0.99,0,7,0,1
1.66,0.81,0,6,0,0.976
3.93,0.78,0,0,0,0.842
1.18,0.57,2,3,0.6,0.65
2.55,0.68,0,5,0,0.886
1.12,0.6,0,1,0,1
1.57,0.59,0,7,0,0.987
4.38,0.99,1,3,1,0.397
3.04,0.82,0,1,0,0.896
3.12,0.52,0,7,0,0.864
3.1,0.98,0,6,0,0.896
4.67,0.77,0,6,0,0.733
1.51,0.77,0,1,0,1
3.76,0.67,1,5,0.3,0.637
2.57,0.48,0,2,0,0.907
4.51,0.52,0,2,0,0.73
2.18,0.54,1,5,0.3,0.725
2.49,0.46,0,1,0,0.862
4.39,0.88,2,7,1,0.329
3.86,0.75,0,0,0,0.839
3.27,0.61,0,3,0,0.841
2.67,0.87,0,5,0,0.921
3.11,0.92,3,3,0.3,0.607
3.85,0.87,1,1,0.6,0.594
3.45,0.57,0,4,0,0.803
1.56,0.62,1,1,0.3,0.814
3.64,0.43,1,6,0.6,0.559
3.88,0.76,0,7,0,0.829
3.13,0.81,0,7,0,0.877
3.06,0.9,0,4,0,0.854
1.4,0.86,0,1,0,0.996
2.95,0.7,0,5,0,0.855
1.36,0.61,0,1,0,1
4.05,0.42,0,4,0,0.724
3.35,0.44,0,3,0,0.814
4.22,0.73,0,1,0,0.795
4.31,0.6,0,7,0,0.76
3.29,0.87,0,5,0,0.891
3.53,0.51,0,2,0,0.811
1.38,0.72,0,1,0,0.991
1.78,0.43,0,3,0,0.949
3.9,0.57,3,5,0.3,0.562
3.26,1,0,0,0,0.853
3.24,0.75,0,0,0,0.892
2.8,0.51,0,6,0,0.835
4.51,0.63,0,0,0,0.756
2.55,0.76,0,0,0,0.897
4.78,0.82,1,6,0.3,0.622
1.98,0.5,0,1,0,0.945
3.75,0.92,0,1,0,0.842
3.8,0.96,0,7,0,0.872
4.45,0.42,0,0,0,0.754
3.49,0.43,0,7,0,0.813
4.98,0.72,0,3,0,0.694
1.99,0.96,0,6,0,1
3.11,0.84,0,5,0,0.912
4.29,0.64,0,6,0,0.739
2.89,0.45,0,3,0,0.81
4.75,0.52,0,2,0,0.712
2.2,0.95,1,5,0.3,0.776
4.24,0.5,3,6,0.6,0.359
4.35,0.5,0,7,0,0.739
1.38,0.87,1,4,0.6,0.798
1.24,0.7,0,4,0,0.969
1.14,0.79,0,7,0,0.989
3.61,0.95,0,4,0,0.856
1.71,0.54,0,5,0,0.963
2.4,0.62,0,7,0,0.936
1.75,0.53,1,7,0.6,0.691
1.75,0.72,0,4,0,0.991
1.87,0.73,0,5,0,0.945
4.85,0.8,1,5,1,0.322
1.59,0.5,3,6,0.3,0.664
2.28,0.87,0,6,0,0.953
1.53,0.67,2,4,1,0.549
2,0.83,2,1,0.3,0.776
1.15,0.62,1,7,0.6,0.743
1.83,0.86,0,4,0,1
1.61,0.58,1,4,0.3,0.842
2.65,0.63,0,2,0,0.917
1.67,0.82,0,4,0,0.979
4.07,0.95,0,5,0,0.775
2.85,0.91,0,0,0,0.923
4.73,0.96,2,5,0.3,0.564
1.7,0.42,0,3,0,0.97
1.18,0.87,0,0,0,1
4.01,0.64,0,0,0,0.778
3.6,0.43,1,5,0.3,0.646
3.7,0.77,0,5,0,0.802
4.62,0.48,0,3,0,0.674
1.61,0.58,0,2,0,0.968
3.9,0.94,1,5,0.3,0.699
4.03,0.97,3,6,0.6,0.452
1.7,0.68,0,4,0,0.94
2.75,0.65,0,1,0,0.916
4.51,0.76,1,0,0.3,0.602
2.46,0.97,0,6,0,0.981
4.37,0.88,0,2,0,0.764
3.34,0.84,0,6,0,0.892
2.49,0.98,0,1,0,0.943
4.26,0.7,3,1,0.6,0.383
3.54,0.89,1,2,0.6,0.592
4.01,0.52,0,2,0,0.732
1.01,0.76,0,7,0,1
3.11,0.45,1,4,0.6,0.573
4,0.64,0,2,0,0.742
1.62,0.56,0,4,0,0.984
2.28,0.88,1,2,0.3,0.766
1.54,0.84,0,5,0,1
4.87,0.53,0,7,0,0.658
2.05,0.94,2,4,0.3,0.737
2.47,0.78,1,2,0.3,0.733
4.08,0.56,0,7,0,0.731
2.55,0.55,0,7,0,0.896
1.41,0.44,0,0,0,0.943
3.43,0.91,2,4,0.3,0.652
4.86,0.61,0,0,0,0.692
2.1,0.54,0,7,0,0.896
4.95,0.56,0,2,0,0.695
3.14,0.58,0,5,0,0.867
3.15,0.57,1,4,0.6,0.601
3.32,0.52,0,1,0,0.859
2.07,0.98,0,2,0,0.957
4.04,0.96,1,5,0.6,0.589
3.3,0.4,0,5,0,0.842
1.88,0.52,0,1,0,0.959
2.2,0.44,1,2,0.3,0.78
4.1,0.95,0,3,0,0.83
2.41,0.98,0,7,0,0.944
1.68,0.79,1,4,0.6,0.748
1.05,0.67,0,4,0,1
4.08,0.89,0,4,0,0.792
4.99,0.42,2,0,0.6,0.326
4.94,0.4,0,3,0,0.689
2.68,0.85,0,3,0,0.904
3.89,0.64,1,2,0.6,0.524
2.39,0.64,0,4,0,0.932
2.14,0.49,0,0,0,0.893
2.89,0.5,0,1,0,0.828
2.01,0.59,0,1,0,0.92
3.73,0.41,1,4,0.6,0.524
4.56,0.93,1,5,0.6,0.494
2.04,0.55,0,7,0,0.928
2.3,0.59,1,5,1,0.546
4.23,0.44,0,2,0,0.738
2.36,0.98,0,6,0,0.98
1.06,0.7,0,7,0,1
2,0.62,0,3,0,0.946
3.52,0.72,1,4,0.3,0.699
1.83,0.91,0,3,0,0.968
4.57,0.5,0,4,0,0.757
2.54,0.82,0,0,0,0.934
1.41,0.94,0,6,0,1
2.11,0.46,3,4,0.3,0.654
3.97,0.82,0,7,0,0.778
4.33,0.72,0,0,0,0.77
4.39,0.92,0,7,0,0.754
3.68,0.83,1,6,0.6,0.586
3.53,0.62,0,3,0,0.849
1.71,0.83,0,6,0,1
2.32,0.69,2,4,0.6,0.576
4.41,0.71,0,1,0,0.733
4.99,0.59,1,7,0.6,0.449
4.04,0.76,1,7,0.3,0.663
4.54,0.57,0,6,0,0.692
3.05,0.84,1,5,0.6,0.608
4.83,0.86,0,4,0,0.762
3.1,0.41,0,1,0,0.823
4,0.87,0,1,0,0.844
3.69,0.69,0,5,0,0.833
3.53,0.96,0,2,0,0.892
4.16,0.98,0,1,0,0.804
1.56,0.96,0,4,0,1
4.28,0.94,2,3,0.6,0.501
2.83,0.94,0,2,0,0.947
2.27,0.5,1,2,0.6,0.657
1.26,0.48,0,3,0,0.99
4.34,0.51,3,0,0.6,0.388
2.99,0.42,1,6,0.3,0.676
3.14,0.58,0,5,0,0.868
4.4,0.83,0,2,0,0.796
2.41,0.76,1,0,0.3,0.748
2.69,0.72,0,2,0,0.929
3.76,0.92,0,4,0,0.839
4.99,0.94,0,7,0,0.746
3.77,0.79,0,0,0,0.851
4.1,0.79,0,6,0,0.775
2.82,0.78,3,3,0.3,0.619
3.83,0.43,0,4,0,0.737
3.1,0.88,0,2,0,0.872
4.86,0.7,0,1,0,0.729
2.04,0.62,0,1,0,0.939
3.64,0.93,0,0,0,0.872
1.45,0.81,1,2,1,0.643
4.5,0.94,0,7,0,0.81
3.16,0.41,2,2,0.3,0.578
1.84,0.53,0,4,0,0.904
3.74,0.69,2,5,0.3,0.639
3.26,0.81,0,2,0,0.898
4.82,0.99,0,2,0,0.76
3.86,0.89,0,7,0,0.849
1.7,0.84,0,6,0,1
3.43,0.48,0,5,0,0.824
4.27,0.98,0,3,0,0.763
4.23,0.59,1,6,0.3,0.604
2.76,0.75,2,3,0.3,0.686
1.66,0.82,0,5,0,0.992
4.35,0.85,0,1,0,0.759
3.92,0.65,0,5,0,0.803
1.64,0.91,0,1,0,0.989
4.28,0.77,2,1,0.6,0.442
2.95,0.55,0,0,0,0.88
4.21,0.93,0,4,0,0.837
3.39,0.49,0,2,0,0.79
4.34,0.59,0,2,0,0.774
3.02,0.72,1,6,1,0.508
1.41,0.8,0,2,0,1
4.64,0.87,3,6,0.3,0.535
3.18,0.83,0,4,0,0.896
3.71,0.64,0,1,0,0.813
4.68,0.5,1,7,0.3,0.594
3.79,0.42,0,7,0,0.759
4.94,0.66,2,1,0.3,0.469
1.24,0.83,0,0,0,0.988
1.15,0.46,0,6,0,1
1.24,0.52,0,3,0,0.998
1.96,0.67,1,2,1,0.536
4.31,0.8,1,4,0.3,0.596
2.32,0.81,2,5,1,0.449
3.89,0.53,0,3,0,0.776
4.86,0.95,0,5,0,0.741
4.4,0.99,1,6,0.6,0.508
1.28,0.49,3,6,0.3,0.695
1.21,0.59,3,7,0.6,0.61
3.07,0.55,0,3,0,0.814
4.04,0.91,1,6,0.3,0.672
4.37,0.48,1,5,1,0.297
3.81,0.43,1,6,0.3,0.576
4,0.5,0,5,0,0.755
4.11,0.93,0,6,0,0.834
4.48,0.69,0,1,0,0.761
2.62,0.55,0,5,0,0.873
1.64,0.45,0,6,0,0.955
1.44,0.83,1,3,0.3,0.868
3.64,0.7,0,0,0,0.827
3.64,0.56,0,7,0,0.779
4.65,0.89,0,1,0,0.74
2.67,0.99,0,7,0,0.947
4.91,0.7,0,6,0,0.749
4.77,0.59,0,0,0,0.676
4.58,0.74,1,2,0.6,0.47
4.73,0.86,0,4,0,0.754
4.89,0.88,0,3,0,0.732
3.55,0.6,1,5,0.3,0.658
3.19,0.81,0,6,0,0.844
3.01,0.56,0,1,0,0.814
4.73,0.4,0,1,0,0.693
3.6,0.58,0,5,0,0.814
4.52,0.88,1,1,0.3,0.62
2.04,0.81,0,4,0,0.959
3.17,0.47,1,3,0.6,0.565
1.66,0.44,0,7,0,0.973
3.33,0.97,0,7,0,0.839
2.93,0.82,0,3,0,0.871
2.54,0.78,0,7,0,0.937
2.82,0.95,0,7,0,0.895
3.15,0.62,1,1,1,0.449
2.07,0.7,0,2,0,0.941
2.23,0.64,0,0,0,0.935
1.5,0.92,2,7,1,0.556
4.01,0.41,1,5,0.6,0.491
4.64,0.7,0,5,0,0.747
1.9,0.89,1,6,1,0.559
2.47,0.45,0,2,0,0.895
1.15,0.73,0,3,0,0.997
4.1,0.78,1,0,1,0.354
2.67,0.73,2,7,1,0.472
3.7,0.86,0,5,0,0.862
2.11,0.83,0,6,0,0.915
1.01,0.94,0,0,0,1
4.78,0.46,0,1,0,0.694
2.53,0.66,2,2,0.3,0.662
4.64,0.61,0,7,0,0.7
4.36,0.75,0,7,0,0.73
3.62,0.94,1,2,0.3,0.708
3.49,0.46,0,5,0,0.764
1.45,0.86,0,3,0,1
2.06,0.49,0,1,0,0.919
4.22,0.49,0,1,0,0.739
4.9,0.85,3,4,0.6,0.406
4.38,0.75,0,1,0,0.746
1.11,0.42,0,6,0,0.994
2.39,0.6,0,3,0,0.92
2.52,0.76,0,1,0,0.912
4.9,0.89,0,0,0,0.731
2.08,0.6,0,1,0,0.938
1.34,0.61,1,7,0.6,0.717
1.67,0.91,2,0,0.6,0.724
4.39,0.9,2,1,1,0.308
2.29,0.44,0,4,0,0.89
4.02,0.9,0,5,0,0.847
4.96,0.96,0,6,0,0.739
3,0.42,0,7,0,0.81
2.62,0.47,2,7,0.3,0.658
2.69,0.99,0,6,0,0.946
2.03,0.95,1,4,0.3,0.847
1.44,0.66,1,6,1,0.604
1.28,0.91,0,3,0,1
3.78,0.53,1,3,0.3,0.639
2.54,0.41,0,4,0,0.888
2.2,0.43,1,1,0.6,0.625
2.21,0.73,0,4,0,0.921
2.48,0.61,0,6,0,0.877
2.28,0.52,0,0,0,0.865
1.48,0.95,0,7,0,1
1.81,0.85,0,4,0,0.99
3.79,0.5,0,7,0,0.791
4.97,0.89,0,6,0,0.745
3.36,0.6,0,1,0,0.79
2.44,0.61,1,0,0.6,0.68
1.84,0.55,0,3,0,0.973
2.24,0.84,0,2,0,0.913
2.42,0.57,2,5,0.6,0.623
4.27,0.49,3,6,0.3,0.48
3.39,0.85,0,6,0,0.857
4.64,0.53,0,0,0,0.725
1.25,0.5,0,5,0,0.965
2.98,0.81,0,0,0,0.876
3.46,0.88,1,7,0.6,0.583
4.14,0.64,1,7,0.3,0.629
3.6,0.51,1,5,0.3,0.643
2.84,0.47,1,2,0.6,0.578
3.65,0.64,0,2,0,0.842
2.35,0.95,0,1,0,0.966
3.69,0.84,0,2,0,0.792
1.14,0.59,0,1,0,0.984
1.37,0.77,0,0,0,1
4.96,0.81,0,7,0,0.761
3.24,0.64,2,3,0.3,0.669
2.45,0.72,0,6,0,0.9
3.86,0.67,1,0,0.6,0.524
3.9,0.86,0,1,0,0.788
2.75,0.83,0,7,0,0.916
4.7,0.75,0,4,0,0.727
2.24,0.82,0,6,0,0.954
1.43,0.64,0,3,0,0.979
4.83,0.91,1,5,0.3,0.557
1.88,0.47,0,3,0,0.937
1.17,0.54,0,7,0,1
4.74,0.83,0,3,0,0.748
4.82,0.49,1,0,1,0.316
2.53,0.84,0,5,0,0.897
2.76,0.85,2,4,0.3,0.714
4.84,0.51,0,3,0,0.659
4.94,0.64,0,1,0,0.725
4.57,0.95,0,6,0,0.803
2.85,0.66,0,3,0,0.911
3.89,0.54,0,3,0,0.783
3.16,0.95,0,6,0,0.905
2.62,0.66,0,6,0,0.878
3.85,0.58,0,7,0,0.764
2.75,0.95,0,0,0,0.918
2.37,0.62,0,6,0,0.881
1.55,0.76,2,6,0.6,0.691
3.72,0.64,0,4,0,0.778
4.6,0.92,1,0,0.6,0.492
4.06,0.84,0,7,0,0.781
2.86,0.43,0,7,0,0.827
1.85,0.46,2,2,0.6,0.616
4.52,0.56,1,3,1,0.304
3.1,0.97,2,6,0.6,0.546
2.6,0.55,0,5,0,0.889
2.81,0.51,0,7,0,0.87
3.52,0.43,0,3,0,0.775
1.42,0.82,2,5,1,0.595
1.45,0.87,1,1,1,0.612
4.85,0.68,0,2,0,0.749
4.6,0.94,0,7,0,0.766
1.15,0.98,0,7,0,1
4.18,0.88,0,5,0,0.762
3.53,0.83,1,5,1,0.451
1.45,0.51,1,1,0.6,0.714
4.9,0.57,0,5,0,0.669
1.97,0.74,0,4,0,0.946
4.68,0.59,1,6,0.3,0.549
2.63,0.56,0,4,0,0.881
1.71,0.93,0,0,0,1
1.32,0.77,0,5,0,1
2.71,0.55,1,4,0.3,0.696
3.98,0.66,1,5,0.3,0.63
1.63,0.57,0,7,0,0.949
3.04,0.76,0,3,0,0.864
1.32,0.61,0,2,0,0.979
4.31,0.95,0,4,0,0.812
1.02,0.53,0,4,0,0.994
4.37,0.91,1,2,0.6,0.52
3.07,0.94,1,6,0.6,0.646
3.83,0.71,0,3,0,0.802
2.41,0.55,0,3,0,0.927
2.81,0.77,0,4,0,0.911
1.76,0.59,0,6,0,0.977
4.38,0.76,1,2,0.6,0.516
3.16,0.74,0,4,0,0.893
4.41,0.62,0,6,0,0.725
3.47,0.43,0,2,0,0.797
3.8,0.57,0,3,0,0.778
2.65,0.41,0,7,0,0.876
3.37,0.59,0,3,0,0.863
3.27,0.58,0,6,0,0.826
3.13,0.84,0,6,0,0.89
4.26,0.67,2,0,0.3,0.531
1.08,0.99,2,4,0.6,0.752
4.96,0.46,2,5,0.6,0.387
4.06,0.85,0,0,0,0.785
3,0.53,0,2,0,0.869
1.26,0.96,0,0,0,1
1.78,0.61,0,3,0,0.932
2.3,0.95,0,0,0,0.969
3.37,0.92,0,2,0,0.839
4.78,0.63,0,7,0,0.678
3.23,0.89,3,7,0.3,0.64
4.04,0.4,0,7,0,0.76
2.27,0.77,3,0,0.3,0.688
4.33,0.73,0,6,0,0.803
3.05,0.64,3,1,0.6,0.486
4.53,0.51,1,1,0.3,0.533
3.42,0.47,0,6,0,0.842
3.78,0.97,0,0,0,0.848
2.79,0.42,0,2,0,0.815
2.17,0.7,1,6,0.6,0.652
3.75,0.46,0,1,0,0.74
3.3,0.88,0,7,0,0.83
2.7,0.7,2,1,0.6,0.579
2.91,0.76,0,0,0,0.906
2.16,0.64,0,5,0,0.928
2.99,0.58,0,2,0,0.839
4.38,0.42,0,3,0,0.726
3.78,0.49,0,2,0,0.758
2.19,0.98,2,5,0.3,0.794
1.33,0.83,0,3,0,1
1.63,0.97,1,2,0.6,0.718
4.53,0.42,0,3,0,0.741
3.93,0.98,0,4,0,0.823
2.09,0.59,0,0,0,0.942
3.19,0.42,0,7,0,0.825
1.02,0.87,0,5,0,1
3.25,0.96,0,0,0,0.858
4.01,0.66,0,7,0,0.814
2.43,0.89,0,3,0,0.949
1.09,0.88,0,7,0,1
3.1,0.87,1,7,0.6,0.619
3.19,0.79,0,2,0,0.871
4.31,0.89,0,6,0,0.804
4,0.93,0,7,0,0.791
3.58,0.45,1,6,1,0.371
1.27,0.7,0,2,0,1
4.61,0.56,2,0,0.6,0.397
4.8,0.82,0,4,0,0.705
3.12,0.82,2,2,0.6,0.539
4.44,0.99,3,7,0.6,0.399
2.34,0.56,0,0,0,0.908
4.25,0.56,0,2,0,0.733
1.69,0.91,0,4,0,1
4.85,0.82,0,4,0,0.714
4.76,0.7,0,4,0,0.715
1.13,0.43,0,5,0,0.983
4.31,0.45,1,3,0.6,0.443
3.92,0.77,0,3,0,0.815
2.96,0.51,0,5,0,0.872
3.02,0.76,0,7,0,0.87
4.44,0.91,0,5,0,0.797
2.42,0.46,0,7,0,0.893
2.95,0.89,0,0,0,0.915
4.12,0.68,0,7,0,0.808
3.04,0.67,0,6,0,0.821
4.22,0.79,0,7,0,0.791
1.71,0.65,0,5,0,0.956
4.54,0.64,0,2,0,0.729
3.15,0.46,0,6,0,0.793
4.75,0.6,1,2,0.6,0.43
1.65,0.93,1,5,1,0.619
1.55,0.51,2,6,0.6,0.626
4.86,0.49,0,0,0,0.694
1.98,0.49,0,1,0,0.894
2.03,0.92,2,5,1,0.503
4.51,0.66,0,3,0,0.741
1.25,0.99,0,2,0,1
1.15,0.54,0,1,0,0.975
2.68,0.77,0,3,0,0.92
4.71,0.99,0,4,0,0.751
4.27,0.48,2,1,0.6,0.392
1.65,0.64,0,5,0,0.998
3.43,0.46,2,6,1,0.361
3.09,0.58,0,7,0,0.844
2.75,0.74,2,4,0.6,0.608
1.01,0.56,1,5,0.6,0.785
1.73,0.54,0,7,0,0.915
2.92,0.84,0,5,0,0.857
3.14,0.83,0,1,0,0.842
3.72,0.77,0,2,0,0.803
2.17,0.89,0,6,0,0.972
4.43,0.95,0,7,0,0.746
1.05,0.48,0,4,0,0.979
4.77,0.73,1,3,0.3,0.543
1.85,0.74,1,1,0.6,0.68
4.96,0.63,1,3,1,0.274
2.93,0.84,0,4,0,0.9
4.24,0.59,1,0,0.3,0.603
3.4,0.61,2,5,0.6,0.494
4.07,0.5,0,7,0,0.736
4.25,0.55,1,7,0.6,0.482
2.67,0.67,1,1,1,0.463
4.11,0.86,2,2,1,0.361
3.86,0.84,0,1,0,0.826
2.26,0.62,1,0,0.3,0.796
2.03,0.68,2,7,0.6,0.623
4.66,0.85,0,2,0,0.758
3.58,0.52,2,5,0.6,0.511
3.26,0.76,0,0,0,0.862
3.91,0.41,0,2,0,0.763
4.25,0.65,0,7,0,0.782
2.43,0.46,1,7,0.6,0.653
2.17,0.75,0,0,0,0.979
4.54,0.86,0,2,0,0.742
2.29,0.53,0,1,0,0.867
2.19,0.81,1,3,0.3,0.756
2.77,0.59,0,0,0,0.863
2.43,0.9,1,2,0.3,0.814
1.07,0.41,0,7,0,1
3.64,0.46,1,2,0.6,0.523
4.88,0.83,1,4,1,0.312
4.22,0.56,0,2,0,0.724
1.2,0.58,3,3,0.6,0.611
1.19,0.86,0,4,0,0.999
1.97,0.85,0,4,0,0.933
2.48,0.72,0,0,0,0.927
3.06,0.43,1,4,1,0.415
2.86,0.45,0,6,0,0.825
1.44,0.66,0,4,0,1
4.39,0.96,0,3,0,0.819
2.69,0.88,0,7,0,0.928
3.02,0.5,1,1,0.6,0.542
2.49,0.59,0,6,0,0.927
1.25,0.49,0,7,0,1
1.09,0.95,0,2,0,1
4.9,0.89,0,6,0,0.756
2.67,0.78,0,0,0,0.94
1.41,0.72,0,2,0,0.985
3.3,0.42,0,1,0,0.821
2.17,0.8,0,1,0,0.974
4.28,0.67,0,3,0,0.74
3.12,0.5,0,6,0,0.799
1.39,0.57,0,3,0,0.981
2.66,0.81,0,5,0,0.89
1.77,0.51,1,2,1,0.547
1.06,0.54,1,0,0.3,0.864
3.47,0.96,0,3,0,0.84
4.76,0.47,0,5,0,0.664
2.47,0.81,0,6,0,0.958
2.07,0.54,0,5,0,0.939
1.46,0.87,0,1,0,0.976
3.8,0.68,3,6,0.3,0.531
4.46,0.93,0,5,0,0.784
3.02,0.99,0,4,0,0.865
4.82,0.91,1,3,0.6,0.519
1.15,0.41,2,2,0.6,0.703
1.21,0.75,1,6,0.3,0.823
3.98,0.98,0,6,0,0.817
4.41,0.78,0,6,0,0.794
2.38,0.44,0,5,0,0.894
3.42,0.44,2,6,0.3,0.631
3.44,0.58,0,4,0,0.853
3.92,0.82,0,5,0,0.845
4.68,0.68,2,4,1,0.302
2.09,0.85,0,5,0,0.941
3.5,0.74,0,5,0,0.804
4.07,0.79,2,1,1,0.334
4.13,0.5,2,0,0.6,0.408
4.39,0.91,2,3,0.3,0.555
1.2,0.7,0,0,0,0.983
3.22,0.62,0,2,0,0.843
2.75,0.76,0,0,0,0.899
2.78,0.69,1,4,0.6,0.604
4.6,0.72,0,2,0,0.714
3.11,0.52,0,6,0,0.813
4.42,0.71,0,5,0,0.764
4.37,0.61,1,7,0.3,0.559
2.14,0.53,0,2,0,0.903
2.06,0.57,0,0,0,0.901
3.39,0.58,0,0,0,0.806
2.1,0.74,0,2,0,0.943
1.02,0.53,0,2,0,1
1.99,0.64,1,2,0.3,0.796
2.16,0.73,0,2,0,0.904
2.52,0.64,2,1,0.6,0.556
1.57,0.85,0,2,0,1
2.06,0.46,0,4,0,0.927
3.27,0.58,0,3,0,0.852
2.58,0.97,0,6,0,0.923
4.2,0.85,0,4,0,0.791
1.35,0.76,1,5,0.6,0.778
1.93,0.59,0,5,0,0.933
3.97,0.53,0,1,0,0.759
2.97,0.42,0,0,0,0.808
1.58,0.98,0,2,0,1
4.7,0.95,0,2,0,0.783
3.71,0.47,0,4,0,0.787
4.06,0.78,0,5,0,0.784
2.42,0.65,1,3,0.6,0.645
2.72,0.42,1,2,0.6,0.564
1.36,0.59,0,3,0,0.975
3.9,0.94,0,0,0,0.827
3.36,0.99,0,4,0,0.85
2.06,0.91,0,0,0,0.976
4.25,0.56,0,4,0,0.787
1.56,0.95,1,7,0.6,0.786
3.35,0.8,0,7,0,0.853
1.41,0.73,0,1,0,1
